﻿spotifyURI,trackName,artistName,albumName,discNumber,trackNumber,trackDuration,addedBy,addedAt
"spotify:track:6PZDPg3dZgJkNL6nVMUB4b","Little Bit","Lykke Li","Youth Novels","1","7","273426","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:0tiJ44M85rqHU0a5RMQN8x","I'd Rather Be With You [Radio Edit]","Joshua Radin","Simple Times (Reissue)","1","2","163200","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:1jJci4qxiYcOHhQR247rEU","Kids","MGMT","Oracular Spectacular","1","5","302840","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:1qEHgdFqUxFebMPk8s2HLY","I Don't Feel Like Dancin' - Radio Edit","Scissor Sisters","I Don't Feel Like Dancin'","1","1","248640","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:5YWP23fhLuBR7adVav91Nb","Pack Up","Eliza Doolittle","Eliza Doolittle","1","11","191026","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:2SDx0PooHZI1SQKR0y44bs","Grace Kelly","MIKA","Life In Cartoon Motion","1","1","187733","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:1seF5FpRtNXsmNxlEDDxuN","Lola's Theme","The Shapeshifters","Sound Advice","1","3","336800","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:6jBUP2KCe821yqf1hiBqPR","Broken Strings","James Morrison, Nelly Furtado","Songs For You, Truths For Me (International Exclusive Bundle)","1","5","250453","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:3FtYbEfBqAlGO46NUDQSAt","Electric Feel","MGMT","Oracular Spectacular","1","4","229640","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:4Iyo50UoYhuuYORMLrGDci","Weird Fishes/ Arpeggi","Radiohead","In Rainbows","1","4","318186","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:2M3zJ1qV61X149Oobd5di1","Fidelity","Regina Spektor","Begin To Hope (U.S. Version)","1","1","226680","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:7BXToqZFtclAj6mshYWena","Jungle Drum","Emilíana Torrini","Me And Armini","1","7","133466","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:3kdyKV4Oo0Ogkx2tDJ8oT0","Heartbeats","The Knife","Deep Cuts","1","1","231800","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:2cTOee6bTauDFK1QuDS1BD","What Else Is There ?","Röyksopp","The Understanding","1","7","317173","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:0bXpmJyHHYPk6QBFj25bYF","Intro","The xx","xx","1","1","127920","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:3sTc75CCyIw4FPs6cXkOe7","Save Room","John Legend","Once Again","1","1","235666","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:2bbhyUWJ5VjdfI3P4PRLu2","Samson","Regina Spektor","Begin To Hope (Special Edition)","1","3","189335","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:2Za2mUwmQoSxWPscaY2vxl","Murder On The Dancefloor","Sophie Ellis-Bextor","Read My Lips","1","1","230013","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:172u95XX2JxIfBZi1v0vKN","Banquet","Bloc Party","Silent Alarm","1","4","201360","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:0wQC0rpI37kvpiRKcSpCe0","Tonight","Lykke Li","Youth Novels","1","6","253026","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:5mhUPDWQH3s544WCsa0r9w","Human","The Killers","Day & Age","1","2","245360","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:5S8EZuiSNFR2N5eG58oISQ","It Takes A Fool To Remain Sane","The Ark","We Are The Ark","1","4","236400","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:0rpIH5otu7ykvZPdcQuRPh","Chasing Cars","Snow Patrol","Chasing Cars","1","1","266346","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:6rxEjkoar48SssZePbtb2x","Crystalised","The xx","xx","1","3","201946","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:0UyQ9TuZ1lG6eJi4eRKDfO","Good Luck (Feat Lisa Kekaula)","Basement Jaxx","The Singles","1","2","211506","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:3IXRdLsQib8m0hBbQpe7T8","Hang Me Up To Dry","Cold War Kids","Robbers & Cowards","1","2","218786","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:6yLX8QnxlnEqZfs3YKCfjF","Tears Dry On Their Own","Amy Winehouse","Back To Black","1","7","185186","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:1D1nixOVWOxvNfWi0UD7VX","Unwritten","Natasha Bedingfield","Unwritten","1","4","259333","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:38peLHRTxGZAd5TpEO3gB9","Don't Look Back Into The Sun","The Libertines","Don't Look Back Into The Sun","1","1","179960","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:4LiJE6pqgsTX3FtukW6bNh","Release Me","Agnes","Dance Love Pop (The Love Love Love Edition)","1","1","256213","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:4E6cwWJWZw2zWf7VFbH7wf","Love Song","Sara Bareilles","Little Voice","1","1","258826","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:5MF62bkZ7Uy3UxteONmUBV","Anyone Of Us (Stupid Mistake)","Gareth Gates","What My Heart Wants To Say","1","2","227866","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:2J2hVpwVV25EK8Bvd3OgCK","Don't Mess With My Man","Lucy Pearl","Lucy Pearl","1","9","217666","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:5OQGeJ1ceykovrykZsGhqL","Breathless","The Corrs","In Blue","1","1","207506","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:0Zw4llKeB35SIKASy1aLtV","Eple","Röyksopp","Melody AM","1","2","218320","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:0yac0FPhLRH9i9lOng3f81","Everybody's Changing","Keane","Hopes And Fears","1","4","215880","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:1u0l8zWpQeMYStFkc2mLD7","Everywhere","Michelle Branch","The Spirit Room (U.S. Version)","1","1","214826","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:1cPLbefy6cUEFcrbVY2aFv","Bubbly","Colbie Caillat","Coco","1","4","196280","spotify:user:","2019-07-15T19:46:26Z"
"spotify:track:3kMrazSvILsgcwtidZd1Qd","Bulletproof","La Roux","La Roux","1","4","205733","spotify:user:","2019-07-15T19:46:26Z"
