﻿spotifyURI,trackName,artistName,albumName,discNumber,trackNumber,trackDuration,addedBy,addedAt
"spotify:track:3rJseeMbvzjmFMTovaILOL","Bucket List","Moods, Philanthrope, Yasper","Chillhop Essentials Spring 2019","1","9","133374","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:30V5AAz9bzzv7Wx8NBmQWq","Rain in Paris","Elyts Sounds, LoVibes","Rain in Paris","1","1","92565","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:03FCOUpqTSXNk6nCGneX5p","Cafe Microphone","Wilczynski","Cafe Microphone / 32° Fahrenheit","1","1","158000","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:6gIPjfVx0TRu7OQYgGAS9M","The Best Moment","j'san","The Best Moment","1","1","82962","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:68ccj8NYCfsIscBrSouHAs","lost ones","santpoort, P.R.","lost ones","1","1","123076","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:2AuHTUSBMMNVHeO93a6n25","Where I Met You","Moods","Where I Met You","1","1","141124","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:2UZTfsfSUknvgAQwkg4fWX","Harvest","David Cutter Music","Harvest","1","1","150230","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:479yYt6GQ6HMZqAQpv4jhh","i'm no good without you","nosubject","four old sketches","1","1","47407","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:37I8L2Cx6PScWXn0tkN4wV","Rose Garden","Kupla","Imaginary","1","8","126280","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:1KIDqJe5UTOYc6AckPlyNK","Pashunfruit","Guustavv","Asparuhgus","1","3","140863","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:668X40yt6zBGIwn4FRKggI","Coffee Shop Date near Our Houses","AGM","Old Gray","1","2","168392","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:6WnEp9XsKFq5n88FzFT20Z","August","Ameba","Loops","1","8","114729","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:2DrrxuNOhnpqJXLH36eR1S","Joan of Arc.","Barnes Blvd.","Last Summer","1","6","178260","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:1uTxXCU8uNiOB8iTg3sjcs","Search for Tomorrow","Kupla","Search for Tomorrow","1","1","128120","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:62ej1SzgHt0FU9nP43qQZs","Emot","TheeAgris","Emot","1","1","146207","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:2rXh4A15kcTFzXlwdNRLkY","Morning","Hyperparadise","Morning","1","1","181524","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:39kdh6z0m3UNDfBqLLiXcz","Night 1","Ta-ku","25 Nights for Nujabes","1","1","183186","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:4Go7t9xd8jlcGL1X4FB8fv","feathertop forests","santpoort, Rhoda","inward isles","1","2","144760","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:0FdPTE1sarfbHb2IGbblBj","Being With You","Cozy Collective, soho","From Cozy With Love","1","7","78116","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:0Zo84WVAetJjKHFNS0dkcf","Moodswing","Deauxnuts, Dontcry, Nokiaa, Azec","Moodswing","1","1","80284","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:2JWTVS3ndZcwJrabnCAWvD","Hotel","Dylan Sitts","Glazed","1","3","159560","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:45vPLJ0LMOEjZvhx90GOc6","nothing, i know","AGM","nothing, i know","1","1","243434","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:4VpOk0wgPJiaWcSOVFfKGk","Swing Set","goosetaf, Timothy Infinite","Memory Bloom","1","1","144000","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:7LIF6JiBEIOgQ0gFywXbbn","Flor Passionis","Styn","Flor Passionis","1","1","78210","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:7jfO18tYbS2CRCi2a4W7at","Tired","Hyperparadise","Tired","1","1","114269","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:5B1tm4NuzSbYUTwk0xEz2a","Lost in Florence","Kendall Miles, I Eat Plants for a Living","Daydreams","1","4","92270","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:3jyYbFK0RKKVy7JWoBrefp","Jungle Jim","Dontcry, Nokiaa, Sleepermane","Jungle Jim","1","1","90353","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:51iwAFeSk8J8VuFcGPXTVw","Satori","Smoke Trees","Inhale","1","5","131000","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:1wtrm5eTeRfEXyJNF4Low1","when the leaves come falling down","j'san","her","1","6","121904","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:66u4gwcXORufGdzVPDEXFx","violet","oofoe","white shoes & grape juice","1","7","87980","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:4XUuEwjqJ5rlZ1vKeECch5","Too Tired","Smartface","Easy Feet","1","3","116893","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:2yZLrdAVKZXS6dhWtnheXw","Love and Fear","Nokiaa, Dontcry","Love and Fear","1","1","133500","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:6vW3cxpUmK3pjyB1GXIu7N","golden hour","hiyasu","golden hour","1","1","115764","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:0xn73zR8yky1wVZv0hdvVY","passing","mommy","lovely currents","1","3","168648","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:3NoA0UbucoXgIdD0ZnTgw0","Ladybug","Slumberville","Ladybug","1","1","116417","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:4XDlW5QgLKZupaJ5VvacsP","Afloat","Kupla","Imaginary","1","3","148604","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:0Nk0WGJ0q9WAciS7mcpM4w","Cats Walking","Yomoti","Cats Walking","1","1","136470","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:5sdOmuLCfoNiXwUxxcD1nK","Time Flies. (Withluv')","Luv.Ly","Time Flies. (Withluv')","1","1","83478","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:6DGO90g6zTsLnQ4WuGZpne","Blues Clues","Guustavv","Borta","1","3","127179","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:4l9S9NFztZ0nrMZyakENh2","Unfaithful","H E R B","Break","1","2","82207","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:3vyNLBbcMpwIW8yGYqt0uV","88 Keys","Oatmello","Snapshots","1","3","154074","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:78IOa4E1H4SCGTXEESQuQf","Sunshine","Seneca B","Sunshine","1","1","210496","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:7xY6ayoe4MfRRDjBPwp3zD","Cloudy","Guru Griff","Cloudy","1","1","117209","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:3eU0idtZzJXksHeYVUjdzm","CHASE","twuan","STAY HOME","1","1","126316","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:0h57KdP2U7n4KQlGXmtKqx","Dot The I's And Cross The T's","Frook","Dot The I's And Cross The T's","1","1","121155","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:4SPUVPV2Db8B5xDaFWg9rD","Now That You're Gone","Kavv","Now That You're Gone","1","1","120003","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:6K4UmGe34YIIdnmFfSB6jP","Signs","C Y G N","Signs","1","1","200597","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:1MfeZZwkOZP5gpCfZCzKiJ","Hills and Horizons","Fujitsu","Hills and Horizons","1","1","125217","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:1RBsx4vh4C75cJlyvbyVDg","Impermanence","autumn keys, goosetaf","Impermanence","1","1","140000","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:72w61pdPAAcIvR5x46awXd","Roses","Cantsleep","Roses","1","1","95539","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:5jSHEphh8r7VnQYwavSFPf","Sunset","Hyperparadise","Untitled Beat Tape","1","4","177853","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:5SPr9DVkmsIDq4e5JOvVWe","Heartfelt","Ajmw, enjo","Heartfelt","1","1","108571","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:0BJ4VnYSbeXl2zUG8ARZIv","Ballad with you","Recueil","Ballad with you","1","1","106692","spotify:user:","2019-07-10T18:04:45Z"
"spotify:track:6Yp6bCLd4IWur1yL2Xirrk","Away with the Fairies","Philanthrope, Sleepy Fish","Away with the Fairies","1","1","166153","spotify:user:","2019-07-10T18:04:45Z"
