﻿spotifyURI,trackName,artistName,albumName,discNumber,trackNumber,trackDuration,addedBy,addedAt
"spotify:track:6vyStw2mr0Eq3izsBjJj4R","Life/Universe","Detektivbyrån","Wermland","1","6","201946","spotify:user:","2012-09-03T21:10:04Z"
"spotify:track:1H5vt0uSkg4Pz2aLgTFs14","Get Free - Bonde Do Role Remix","Major Lazer, Amber of Dirty Projectors","Get Free","1","2","223299","spotify:user:","2012-09-30T11:17:06Z"
"spotify:track:4jTlhnW8wp7ANU36iRgbQK","Trauma","N'to","Trauma EP","1","1","810161","spotify:user:","2012-10-14T21:42:07Z"
"spotify:track:4xC3NPultaE0hCvUosYLSi","Fall","Daft Punk, M83 VS Big Black Delta, M83, Big Black Delta","TRON Legacy: Reconfigured","1","2","234986","spotify:user:","2012-10-16T19:13:56Z"
"spotify:track:4IkVDw7MOGhFTuJNJoAb2P","Sail (Instrumental Version)","Off The Record","Sail","1","2","259093","spotify:user:","2012-10-28T12:23:35Z"
"spotify:track:5LN8l3QC3KIcJIoBafaxTo","With Every Heartbeat","Kleerup, Robyn","Robyn [Special Online Edition]","1","7","253186","spotify:user:","2012-11-02T12:41:46Z"
"spotify:track:3BcJ0FG1rM6JeVIkzHDDD0","Lapland","Ratatat","Ratatat","1","8","296466","spotify:user:","2012-11-10T21:13:08Z"
"spotify:track:00AOJueOnewchf2DiaOq8q","Rà-àkõ-st","Lindstrøm","Smalhans","1","1","391320","spotify:user:","2012-11-14T09:41:54Z"
"spotify:track:5tv77MoS0TzE0sJ7RwTj34","Lāmm-ęl-āār","Lindstrøm","Smalhans","1","2","271573","spotify:user:","2012-11-15T16:35:25Z"
"spotify:track:7JYpM8JwntEP3WXdxZ1mRJ","Ęg-gęd-ōsis","Lindstrøm","Smalhans","1","3","312920","spotify:user:","2012-11-15T16:35:25Z"
"spotify:track:2yOA5h3YEPtjyf7K5G2uYg","Vōs-sākō-rv","Lindstrøm","Smalhans","1","4","317746","spotify:user:","2012-11-15T16:35:25Z"
"spotify:track:4Y01p8VqB4JiejtVCPSuTk","Release Me (Credheadz Remix)","Oh Laura","Remix Me","1","2","223097","spotify:user:","2012-12-01T23:07:34Z"
"spotify:track:1w2b7yH3BlYMzDGN3QNQra","Nostrand","Ratatat","Classics","1","9","184040","spotify:user:","2012-11-10T21:25:07Z"
"spotify:track:1Avrj1VvgCpCMPy7iIRB1w","Forever","Drake, Kanye West, Lil Wayne, Eminem","More Than A Game","1","2","357346","spotify:user:","2012-12-04T18:15:46Z"
"spotify:track:6T10XPeC9X5xEaD6tMcK6M","All I Need (feat. Beth Hirsch)","Air, Beth Hirsch","Moon Safari","1","3","268306","spotify:user:","2012-12-04T18:25:56Z"
"spotify:track:5XEL3twxJPan178qYKZCQJ","Crips","Ratatat","Ratatat","1","3","227866","spotify:user:","2012-11-10T22:05:29Z"
"spotify:track:62SJObTHdlEMhJxyhf8svF","Misty Mountains","Duncan","Misty Mountains","1","4","469126","spotify:user:","2012-12-09T18:51:06Z"
"spotify:track:1JP779IkUMANQVaPGzc6Ld","Lights","Ellie Goulding","Lights (Bassnectar Remix)","1","1","281196","spotify:user:johanbrook","2012-12-27T16:24:55Z"
"spotify:track:2DC7DdVuJarDEctHVznnel","Love Is All I Got - Friction Remix","Feed Me, Crystal Fighters, Friction","Love Is All I Got","1","3","228680","spotify:user:johanbrook","2012-12-29T20:07:29Z"
"spotify:track:5LrAASLfnRWm9WPvnYzRkw","One Day / Reckoning Song - Club Mix","Asaf Avidan & the Mojos, Wankelmut","One Day / Reckoning Song (Wankelmut Remix)","1","2","438586","spotify:user:johanbrook","2013-01-12T15:18:19Z"
"spotify:track:7gJKrxhUIg4CRda1nkq5aj","Pacific Coast Highway","Kavinsky","Nightcall","1","2","344266","spotify:user:johanbrook","2013-01-16T18:54:02Z"
"spotify:track:5A37UCV7aPjhp1RSocVBfc","I Can See It In Your Face","Pretty Lights","Making up a Changing Mind","1","2","408000","spotify:user:johanbrook","2013-01-29T22:06:11Z"
"spotify:track:3FtYbEfBqAlGO46NUDQSAt","Electric Feel","MGMT","Oracular Spectacular","1","4","229640","spotify:user:johanbrook","2013-02-24T22:27:16Z"
"spotify:track:3T1CEAG5ukgdqGvQuXWzqI","Odd Look","Kavinsky","OutRun","1","4","289773","spotify:user:johanbrook","2013-02-25T22:36:56Z"
"spotify:track:1u4f575YZxEknEEeqh2Yir","Suburbia","Kavinsky","OutRun","1","6","208280","spotify:user:johanbrook","2013-02-25T22:39:07Z"
"spotify:track:5WsJ2FGI4e9JWKb6TCG3kL","ProtoVision","Kavinsky","OutRun","1","3","205426","spotify:user:johanbrook","2013-02-25T22:42:49Z"
"spotify:track:7D1Dq1oEmlKNJltvzTL0wN","Roadgame","Kavinsky","OutRun","1","12","224386","spotify:user:johanbrook","2013-02-25T22:50:45Z"
"spotify:track:1aJrVsHwcQMZ8TZ6mlvT5J","A Real Hero","College & Electric Youth","A Real Hero EP","1","1","267859","spotify:user:johanbrook","2013-03-10T10:32:06Z"
"spotify:track:5f8lwgY4cDwgUc8ogc802K","A New Dynasty","Onra","Chinoiseries pt 2","1","2","114214","spotify:user:johanbrook","2013-03-11T13:40:14Z"
"spotify:track:48n92l7OnLEURhalUBtsl7","We Can Make The World Stop","The Glitch Mob","We Can Make The World Stop - EP","1","1","325908","spotify:user:johanbrook","2013-04-10T13:02:52Z"
"spotify:track:3hMak8rOAh282rykdYAb9l","The Arcade 2013 - Original Russe Mix","Savant","The Arcade 2013","1","1","216860","spotify:user:johanbrook","2013-05-06T08:30:12Z"
"spotify:track:2KHRENHQzTIQ001nlP9Gdc","Contact","Daft Punk","Random Access Memories","1","13","383626","spotify:user:johanbrook","2013-05-19T17:58:49Z"
"spotify:track:5vn6pVxzLeWJweGa9zqxGD","Ovningskora","Slagsmålsklubben","Den Svenske Disco","1","1","201186","spotify:user:johanbrook","2013-05-19T13:57:13Z"
"spotify:track:2D9s9YpKFX6187aI3szOHS","Bullets - Nause & Adrian Lux Remix Radio","Rebecca & Fiona","Bullets (Remixes)","1","1","157466","spotify:user:johanbrook","2013-05-25T15:52:32Z"
"spotify:track:192fEVjL4qo1pyxSXouJRe","Northern Light","Kleerup","Northern Light","1","1","310752","spotify:user:johanbrook","2013-05-25T19:52:52Z"
"spotify:track:6QetPEryGmQKXCqdwh8SwH","Your World - Original Mix","Illitheas, Nera","Your World","1","1","478252","spotify:user:johanbrook","2013-05-26T20:33:54Z"
"spotify:track:5Nn2Dj7OQsGL6pgQ9iIzPp","Ghostwriter","RJD2","Deadringer: Deluxe","1","6","317933","spotify:user:johanbrook","2013-06-06T12:16:06Z"
"spotify:track:4sKjRDv7aqonycSxVEQgOg","Techno Music","Van She","Ze Vemixes","1","7","262826","spotify:user:johanbrook","2013-06-10T10:29:34Z"
"spotify:track:0z7TxmSOFJ0zx44ZYMzwmh","Get Mama A House","Teddybears","Get Mama A House","1","1","202786","spotify:user:johanbrook","2013-06-11T15:28:00Z"
"spotify:track:4IUgpL0CgSiloUOHzgd6Qe","Start Shootin'","Little People","Mickey Mouse Operation","1","13","216666","spotify:user:johanbrook","2013-06-15T13:08:28Z"
"spotify:track:0I00u1IwnGQVguICUiCsAf","Sponsored By Destiny","Slagsmålsklubben","Boss For Leader","1","2","362586","spotify:user:johanbrook","2013-06-16T10:51:30Z"
"spotify:track:6AUY38ZyYPRwmnkFRdA8Fq","The Last Day Of Summer (Featuring Queen of Hearts) [Le Matos Remix]","Johan Agebjörn, Ercola","Last Day Of Summer","1","2","366000","spotify:user:johanbrook","2013-07-10T10:52:18Z"
"spotify:track:5VWVVSABdgccboSdrKGiZH","Fortune Days","The Glitch Mob","Drink The Sea","1","9","382813","spotify:user:johanbrook","2013-08-23T05:57:49Z"
"spotify:track:5brviRvO3ZIDvdF0dED9wC","Bad Wings","The Glitch Mob","Drink The Sea","1","2","400186","spotify:user:johanbrook","2013-08-23T06:03:28Z"
"spotify:track:6Po0JDs8vPuZOCF7RLbtUE","Between Two Points (feat. Swan)","The Glitch Mob","Drink The Sea","1","6","335186","spotify:user:johanbrook","2013-08-25T18:19:18Z"
"spotify:track:6qcsjscZN85TswOTyJbG9x","Roche (Kavinsky Remix)","Sébastien Tellier","Sexuality Remix","1","3","238093","spotify:user:johanbrook","2013-08-30T11:04:10Z"
"spotify:track:4fkge4fxHIsAV1hz4py1vQ","Steve McQueen","M83","Hurry Up, We're Dreaming. (Bonus Edition)","1","19","228773","spotify:user:johanbrook","2013-08-30T13:21:47Z"
"spotify:track:1ndNRHChfTlXsjQOMoR2Ix","Versions","Moderat","II","1","3","310288","spotify:user:johanbrook","2013-09-01T21:19:03Z"
"spotify:track:6vIMQB4hBD6ERSOCghGQkj","Bad Kingdom","Moderat","II","1","2","262840","spotify:user:johanbrook","2013-09-01T21:19:06Z"
"spotify:track:0NxLmaPtnwgUkONIUIMyoj","Muir Races To Work - Original Motion Picture Soundtrack","Harry Gregson-Williams","Spy Game (Original Motion Picture Soundtrack)","1","2","212493","spotify:user:johanbrook","2013-09-02T15:56:17Z"
"spotify:track:4sOxstxv9PIgAFQOk0YWar","Julian - Monsieur Adi Remix","Say Lou Lou","Julian","1","5","255000","spotify:user:johanbrook","2013-09-02T22:08:28Z"
"spotify:track:6eLMAKSWsaRJ2FqkDSanZq","Riders on the Storm (Dubstep Rmx)","Electric Low","100 Dubstep - Club Tracks","1","9","281694","spotify:user:johanbrook","2013-09-06T21:44:34Z"
"spotify:track:2Lt6XpDCo3xETDwWgvZJIY","Murderers","John Frusciante","To Record Only Water For Ten Days (U.S. Version)","1","10","160310","spotify:user:johanbrook","2013-09-07T07:24:33Z"
"spotify:track:5pCTXoSYslXKP2D21e3ZJK","Kim & Jessie","M83","Saturdays = Youth","1","2","322933","spotify:user:johanbrook","2013-09-19T14:56:46Z"
"spotify:track:6QBQxNlbxI7vkTnz8NKxjA","Beach Scene - A-Side 1981 / 1995 Digital Remaster","Tangerine Dream","Thief","1","1","226066","spotify:user:johanbrook","2013-09-23T22:42:16Z"
"spotify:track:4eqFT3Z4YBl1FDDRu8lq28","Lady","Chromatics","In The City","1","5","187579","spotify:user:johanbrook","2013-09-29T15:26:16Z"
"spotify:track:0asgUXlUG3DCI7MrUNYjC0","Sprawl II (Mountains Beyond Mountains)","Arcade Fire","The Suburbs (Deluxe Edition)","1","15","327906","spotify:user:johanbrook","2013-10-09T09:53:14Z"
"spotify:track:4JA3cdyr8F07DAXdYsjLtq","Still Alive (Instrumental) - Instrumental","Lisa Miskovsky","Mirror's Edge Original Videogame Score","1","12","268973","spotify:user:johanbrook","2013-10-16T19:56:18Z"
"spotify:track:1SywiNilXiPlVnAVOy5nKZ","These Streets Will Never Look the Same","Chromatics","Kill for Love","1","6","516799","spotify:user:johanbrook","2013-10-17T21:40:42Z"
"spotify:track:7KiZnlxCzEwzKkIdkFHxc0","Wild Child - Radio Edit","Adrian Lux, Marcus Schössow, JJ","Wild Child","1","1","161546","spotify:user:johanbrook","2013-10-25T11:21:34Z"
"spotify:track:6h4yONyGIFXYhrvEX6jVeb","Alice","Pogo","Wonderland","1","1","164065","spotify:user:johanbrook","2013-10-29T20:05:04Z"
"spotify:track:7kq42oRZjUaIwF5rz3FJuv","Nike","Dye","Taki 183","1","1","260959","spotify:user:johanbrook","2013-10-29T20:14:31Z"
"spotify:track:72ZLJ6yQZMQeyhzLCozPcZ","Mattias & Charlotte","Dye","Taki 183","1","7","372880","spotify:user:johanbrook","2013-10-29T20:33:55Z"
"spotify:track:3KtdWNEJ9Dhe7Y5ihOcW4E","Death By Robot - Original Mix","Feed Me","Calamari Tuesday","1","2","229877","spotify:user:johanbrook","2013-11-17T16:39:17Z"
"spotify:track:3WyXP15dqzhKtfcjqX1vsj","Strange Behaviour - Original Mix","Feed Me, Tasha Baxter","To The Stars","1","2","294912","spotify:user:johanbrook","2013-11-17T16:43:20Z"
"spotify:track:1X7BpzwMggVIHsaCAZhc53","Lonely Mountain","Feed Me","Calamari Tuesday","1","3","340366","spotify:user:johanbrook","2013-11-17T16:53:00Z"
"spotify:track:5M3xmZUACXHQFI46Yt3eVP","Electric Fist","Digitalism","Lift - EP","1","3","222540","spotify:user:johanbrook","2013-11-17T21:25:10Z"
"spotify:track:6LsnjfQmyG24gXFGGRw6UT","Carried Away - Dillon Francis Remix","Passion Pit","Constant Conversations EP","1","3","258959","spotify:user:johanbrook","2013-11-17T21:30:11Z"
"spotify:track:1KvoRbj5ALUa19RzSEbMAw","Please Sing My Spring Reverb - Phonem Mix","múm","Please Smile My Noise Bleed","1","6","319986","spotify:user:johanbrook","2013-12-14T15:25:37Z"
"spotify:track:7Bk3p8UqcP4sItaWNWbvXL","Laura Palmer's Theme - Instrumental","Angelo Badalamenti","Soundtrack From Twin Peaks","1","2","292000","spotify:user:johanbrook","2014-01-06T00:37:46Z"
"spotify:track:0lNxBkpEBh0XZmlmtxbu32","Heart Upon My Sleeve","Avicii","True","1","10","283146","spotify:user:johanbrook","2014-01-31T11:31:13Z"
"spotify:track:7aATFcH1ZVz8bMdosllVSv","FatMan","Jesse Rose","FatMan","1","1","308667","spotify:user:johanbrook","2014-01-31T16:00:55Z"
"spotify:track:2hQCzcb3qyZirWzOD5Yzoj","D.A.N.C.E.","Justice","Cross","1","3","209986","spotify:user:johanbrook","2014-01-31T16:44:40Z"
"spotify:track:4DbmuOSxftTmltXNebpvl7","Sonnentanz - Original Version","Klangkarussell","Sonnentanz","1","1","362813","spotify:user:johanbrook","2014-02-02T22:27:47Z"
"spotify:track:4LUu3bMpuxHjwPLj84rNSx","Mirror Maru","Cashmere Cat","Mirror Maru EP","1","1","242133","spotify:user:johanbrook","2014-02-27T00:28:47Z"
"spotify:track:6uvU4ou8L52pBxQdxcbjxu","Rice Rain","Cashmere Cat","Wedding Bells","1","4","265100","spotify:user:johanbrook","2014-02-27T00:50:53Z"
"spotify:track:1YYnrZZpJ3kEH0eqPVTt0m","Wishful Summer Night","Kite","V","1","1","286946","spotify:user:johanbrook","2014-03-05T23:08:34Z"
"spotify:track:2woaJtmrEPZN98yfhf895E","I Give You The Morning","Kite","2","1","5","243391","spotify:user:johanbrook","2014-03-05T23:08:44Z"
"spotify:track:76u8PLx8YladuIkjuBaaWe","Faller","Planet R","Glömda Drömmar EP","1","2","243528","spotify:user:johanbrook","2014-03-08T10:49:34Z"
"spotify:track:1YzwtpJPOFrcRAkzxovFwY","Juliette","Planet R","Glömda Drömmar EP","1","3","240835","spotify:user:johanbrook","2014-03-08T10:50:03Z"
"spotify:track:5ukNRkBBw7Y194Ajaf7Aty","Min drog","Page","Nu","1","10","228600","spotify:user:johanbrook","2014-03-08T10:52:29Z"
"spotify:track:45dNWdzIqcgdJuEPRcDMHQ","Heard About You Last Night","Mogwai","RAVE TAPES","1","1","324106","spotify:user:johanbrook","2014-03-09T21:02:53Z"
"spotify:track:3no4hoErHolKdKVzJWJTcg","I'm Jim Morrison, I'm Dead","Mogwai","The Hawk Is Howling","1","1","404480","spotify:user:johanbrook","2014-03-09T21:03:40Z"
"spotify:track:20mFhvJBiNJW4259lXTEQQ","What You Need","Flume","Flume","1","14","250186","spotify:user:johanbrook","2014-03-11T17:49:57Z"
"spotify:track:3GE7uwWLvkzvZLnLtshnH3","Feel Real - Ta-Ku Remix","Movement","Feel Real","1","3","235273","spotify:user:johanbrook","2014-03-12T17:50:44Z"
"spotify:track:1t7adBEtxZXavJ1mbiyAWy","Can't Kill Us","The Glitch Mob","Love Death Immortality","1","5","294658","spotify:user:johanbrook","2014-03-22T10:38:26Z"
"spotify:track:13qqdlSeF8FcxsRyapDMZ0","Changes","Faul & Wad Ad, PNAU","Changes","1","1","345173","spotify:user:johanbrook","2014-03-22T16:30:55Z"
"spotify:track:6zlOUIqcU6juXFww9UNpJK","Five Hours","Deorro","Five Hours","1","1","326887","spotify:user:johanbrook","2014-03-27T19:18:36Z"
"spotify:track:3Ds3uqYuHKgIS4C9vQog5D","Hung Up","Solvent","Ghostly Swim","1","20","343506","spotify:user:johanbrook","2014-03-27T22:57:08Z"
"spotify:track:1JR1tkmUrBb1xYA7PlnZLn","Montana","Tycho","Awake","1","2","326107","spotify:user:johanbrook","2014-03-28T00:02:43Z"
"spotify:track:5NLjGGmAnAfi4D3jcXuBTx","Pulvermoose","Rymdkraft","Pulvermoose","1","1","145815","spotify:user:johanbrook","2014-04-09T13:18:47Z"
"spotify:track:0tqEv8nG9uXOux63Y9PQmB","I Belong To You - Axel Bauer and Lanford Remix","Cazzi Opeia","Club Life – Volume One Las Vegas","1","2","425156","spotify:user:johanbrook","2014-04-27T19:47:05Z"
"spotify:track:0aQvfHHZb8UqooZxeIGmzw","Brain","BANKS","Brain","1","1","281640","spotify:user:johanbrook","2014-04-27T20:06:20Z"
"spotify:track:7qfwcqfGOkQYtzjF4UzJHM","Shot me Down (feat. Skylar Grey) - Radio Edit","David Guetta, Skylar Grey","Shot Me Down (feat. Skylar Grey)","1","1","191412","spotify:user:johanbrook","2014-05-07T15:08:20Z"
"spotify:track:4jTlhnW8wp7ANU36iRgbQK","Trauma","N'to","Trauma EP","1","1","810161","spotify:user:johanbrook","2014-05-10T08:39:19Z"
"spotify:track:2OPAhAKIGC2vtL8LXDcUas","Leave Me Behind - Ultra 2014 World Remix","Bauer & Lanford","Ultra 2014","2","5","318666","spotify:user:johanbrook","2014-05-10T09:20:30Z"
"spotify:track:5WwRUYkUCLiizxY3vpLP2G","Tear It Down - Safia Remix","The Aston Shuffle, SAFIA","Tear It Down (Remixes)","1","3","278746","spotify:user:johanbrook","2014-05-25T12:42:06Z"
"spotify:track:1JWY3uEK0a3o1rXQ3zX9JD","Praise You 2009 - Fatboy Slim vs. Fedde Le Grand Remix Edit","Fatboy Slim, Fedde Le Grand","Praise You 2009 (Fatboy Slim vs. Fedde Le Grand Remix Edit)","1","1","163674","spotify:user:johanbrook","2014-05-26T19:30:04Z"
"spotify:track:45rYsCesyzwWh2Wqlagnht","Hausch - George Morel's Mainstream Mix Radio Edit","Andhim, George Morel","Hausch (The Remixes)","1","1","245722","spotify:user:johanbrook","2014-05-26T19:33:23Z"
"spotify:track:1GakwODaE19qBffBx6COXX","Sundream","RÜFÜS DU SOL","Atlas","1","1","275493","spotify:user:johanbrook","2014-05-26T20:33:30Z"
"spotify:track:1iXBApi39l5r6lJj9WEXXS","Hideaway","Kiesza","Hideaway","1","1","251960","spotify:user:johanbrook","2014-05-26T20:43:14Z"
"spotify:track:3rehD9tYlljYfBqR26j6UN","Wake Me Up - PANG! Slowing Things Down Remix","Avicii","Wake Me Up (Remixes II)","1","1","372010","spotify:user:johanbrook","2014-05-26T21:19:51Z"
"spotify:track:6SOwcw79qvxUBUS07RZcH3","L'Amour Toujours - L'Amour Vision","Gigi D'Agostino","L'Amour Toujours","1","1","416400","spotify:user:johanbrook","2014-06-05T12:56:31Z"
"spotify:track:296mPMQavmf1vvxYrUvLN8","Moan - Trentemoeller Remix","Trentemøller","Trentemøller - The Digital Chronicles","1","6","445447","spotify:user:johanbrook","2014-06-11T15:43:03Z"
"spotify:track:1YrDXC5z5rbJnbzCQOjOgQ","I'll Take Care Of U","Gil Scott-Heron, Jamie xx","We're New Here","1","13","282906","spotify:user:johanbrook","2014-06-24T15:26:14Z"
"spotify:track:174nUwFv4GMjELO4PQczsQ","Got To Have - Flight Facilities Remix","James Curd","Got To Have","1","1","465513","spotify:user:johanbrook","2014-07-11T11:36:38Z"
"spotify:track:7skutlFh5m9qOpfgZMSenH","Valtari","Sigur Rós","Valtari","1","7","498653","spotify:user:johanbrook","2014-07-15T11:29:33Z"
"spotify:track:2wWQwx1ymkpCr4ItPUQ94g","In Illusions Of Order","Red Sparowes","The Fear Is Excruciating, But Therein Lies The Answer","1","2","456480","spotify:user:johanbrook","2014-07-15T11:39:09Z"
"spotify:track:37HI0imp0t6a0MBS00lPkS","The Mighty Rio Grande","This Will Destroy You","S/T","1","5","676986","spotify:user:johanbrook","2014-07-15T12:02:58Z"
"spotify:track:65wCIGaFMO9YLzr8nvfS0w","Awake - Com Truise Remix","Tycho, Com Truise","Awake Remix","1","2","305000","spotify:user:johanbrook","2014-07-15T16:23:52Z"
"spotify:track:1QXzQKmQiDOzGHwSXVdHTp","Tessellate","alt-J","An Awesome Wave (Deluxe Version)","1","3","182666","spotify:user:johanbrook","2014-07-17T13:00:27Z"
"spotify:track:33OdSmu4AdBViAXDbCEqK3","Breezeblocks","alt-J","An Awesome Wave (Deluxe Version)","1","4","227080","spotify:user:johanbrook","2014-07-17T13:00:35Z"
"spotify:track:3IwMAIJmekKr2CWPLQyUrt","Today","ODESZA","Summer's Gone","1","6","255165","spotify:user:johanbrook","2014-07-27T20:32:17Z"
"spotify:track:79e0YKpjkkUpPEmmdxPVEX","IPlayYouListen","ODESZA","Summer's Gone","1","12","292776","spotify:user:johanbrook","2014-07-27T22:55:09Z"
"spotify:track:0DbhBvuZpoFRR44KQimNvU","Netzwerk (Falls Like Rain)","Klangkarussell","Netzwerk (Falls Like Rain)","1","1","232226","spotify:user:johanbrook","2014-08-05T05:18:25Z"
"spotify:track:1W2bpF6yRNKvLFqGlhkWeQ","Lost","Hybrid Minds","Hybrid Minds","1","2","334628","spotify:user:johanbrook","2014-08-05T12:15:25Z"
"spotify:track:6ZqLK4lpWi5lMu4Iso6OlP","Get In My Life","Hermitude","HyperParadise","1","2","210386","spotify:user:johanbrook","2014-08-12T17:47:30Z"
"spotify:track:56RuBsHcfuUE0mMCks7BP6","Do You Remember? (Arithmatix! Mix)","Mario Basanov","Disco Circus 2","1","3","331413","spotify:user:johanbrook","2014-08-12T18:33:32Z"
"spotify:track:3r6nLn0He79A16dFir8aUZ","Swept Away - Original Mix","Parra for Cuva, Anna Naklab","Fading Nights EP","1","3","346500","spotify:user:johanbrook","2014-08-24T10:37:06Z"
"spotify:track:0XFWVvTcY1hntfA4Befeyz","Alexander","Andreas Söderström, Johan Berthling","Hotell","1","1","174781","spotify:user:johanbrook","2014-08-24T13:30:39Z"
