time,lat,long,alt,hr,speed,distance
2019-08-20T13:43:24.000Z,55.68209521472454,12.557476311922073,9.0,95,0.0,0.550000011920929
2019-08-20T13:43:25.000Z,55.68210351280868,12.557490561157465,9.0,91,0.0,1.8300000429153442
2019-08-20T13:43:31.000Z,55.68223586305976,12.557742856442928,8.399999618530273,95,3.5360000133514404,23.56999969482422
2019-08-20T13:43:33.000Z,55.682273246347904,12.557796500623226,8.399999618530273,102,3.5269999504089355,28.90999984741211
2019-08-20T13:43:34.000Z,55.68228925578296,12.557809073477983,8.399999618530273,107,3.171999931335449,30.81999969482422
2019-08-20T13:43:35.000Z,55.68230979144573,12.557806894183159,8.600000381469727,110,2.8369998931884766,33.06999969482422
2019-08-20T13:43:36.000Z,55.68232764489949,12.557782838121057,8.800000190734863,114,2.7339999675750732,35.56999969482422
2019-08-20T13:43:37.000Z,55.68234449252486,12.557749394327402,9.0,118,2.7339999675750732,38.380001068115234
2019-08-20T13:43:38.000Z,55.68236184306443,12.557717962190509,9.199999809265137,121,2.8369998931884766,41.130001068115234
2019-08-20T13:43:39.000Z,55.68238439038396,12.557697761803865,9.399999618530273,124,2.9110000133514404,43.939998626708984
2019-08-20T13:43:40.000Z,55.68241238594055,12.557694241404533,9.600000381469727,124,2.9110000133514404,47.04999923706055
2019-08-20T13:43:42.000Z,55.682474663481116,12.55772584117949,9.600000381469727,129,2.9579999446868896,54.27000045776367
2019-08-20T13:43:46.000Z,55.682577425614,12.557893646880984,9.800000190734863,132,3.059999942779541,69.73999786376953
2019-08-20T13:43:47.000Z,55.682601146399975,12.557926923036575,10.0,136,3.069999933242798,73.0999984741211
2019-08-20T13:43:49.000Z,55.68264381028712,12.55798676982522,10.0,140,3.0880000591278076,79.16000366210938
2019-08-20T13:43:56.000Z,55.682794600725174,12.55817100405693,10.199999809265137,143,3.0880000591278076,99.58000183105469
2019-08-20T13:43:59.000Z,55.68286442197859,12.558251721784472,10.399999618530273,146,3.059999942779541,108.9000015258789
2019-08-20T13:44:05.000Z,55.68304446525872,12.558428412303329,10.800000190734863,146,3.0980000495910645,131.82000732421875
2019-08-20T13:44:06.000Z,55.68306273780763,12.558467136695981,10.800000190734863,149,3.0980000495910645,134.88999938964844
2019-08-20T13:44:12.000Z,55.683216881006956,12.55866201594472,11.0,152,3.115999937057495,156.02000427246094
2019-08-20T13:44:18.000Z,55.68337940610945,12.558833928778768,11.0,153,3.1440000534057617,177.44000244140625
2019-08-20T13:44:25.000Z,55.68350697867572,12.559080943465233,11.0,154,3.134999990463257,198.1999969482422
2019-08-20T13:44:30.000Z,55.68368014879525,12.559219663962722,11.399999618530273,153,3.125999927520752,219.4499969482422
2019-08-20T13:44:36.000Z,55.68382599391043,12.559426361694932,11.800000190734863,155,3.115999937057495,240.16000366210938
2019-08-20T13:44:41.000Z,55.68395473994315,12.559584276750684,12.199999809265137,158,3.1070001125335693,257.489990234375
2019-08-20T13:44:47.000Z,55.684101255610585,12.559823412448168,12.199999809265137,158,3.0789999961853027,279.3299865722656
2019-08-20T13:44:53.000Z,55.6842421554029,12.560031870380044,12.399999618530273,156,3.0789999961853027,299.7099914550781
2019-08-20T13:44:59.000Z,55.68440736271441,12.560188611969352,12.0,157,3.0420000553131104,320.57000732421875
2019-08-20T13:45:05.000Z,55.68459897302091,12.56030092947185,11.800000190734863,158,3.0510001182556152,342.9700012207031
2019-08-20T13:45:11.000Z,55.68475076928735,12.560524893924594,11.199999809265137,159,3.0420000553131104,365.1199951171875
2019-08-20T13:45:17.000Z,55.68490030243993,12.560724299401045,10.600000381469727,159,3.0420000553131104,385.9800109863281
2019-08-20T13:45:23.000Z,55.68508621305227,12.560880118981004,10.399999618530273,159,3.0139999389648438,408.989990234375
2019-08-20T13:45:30.000Z,55.685246642678976,12.561082625761628,10.399999618530273,159,2.9760000705718994,430.9100036621094
2019-08-20T13:45:36.000Z,55.685468846932054,12.561200391501188,10.399999618530273,159,2.9760000705718994,456.2200012207031
2019-08-20T13:45:42.000Z,55.68565341643989,12.561336932703853,10.199999809265137,160,3.0230000019073486,478.5199890136719
2019-08-20T13:45:48.000Z,55.685848630964756,12.561521669849753,9.800000190734863,160,3.003999948501587,503.6499938964844
