time,lat,long,alt,hr,speed,distance
2019-04-22T13:18:07.000Z,51.02717209607363,13.748515248298645,139.0,109,,1.1100000143051147
2019-04-22T13:18:10.000Z,51.02722221985459,13.748552547767758,139.0,112,,6.889999866485596
2019-04-22T13:18:14.000Z,51.027344511821866,13.748602252453566,139.0,117,,20.93000030517578
2019-04-22T13:18:15.000Z,51.02737728506327,13.748618261888623,139.0,120,,24.739999771118164
2019-04-22T13:18:16.000Z,51.027408465743065,13.74863418750465,139.0,124,,28.389999389648438
2019-04-22T13:18:18.000Z,51.02747426368296,13.748680790886283,139.0,130,,36.38999938964844
2019-04-22T13:18:21.000Z,51.02758649736643,13.748742565512657,139.0,135,,49.61000061035156
2019-04-22T13:18:25.000Z,51.027724128216505,13.74882915057242,139.0,140,,66.19000244140625
2019-04-22T13:18:29.000Z,51.02775413542986,13.749016905203462,139.0,143,,81.27999877929688
2019-04-22T13:18:30.000Z,51.0277468431741,13.749071890488267,139.0,146,,85.20999908447266
2019-04-22T13:18:36.000Z,51.027792021632195,13.749397862702608,138.60000610351562,143,,108.6500015258789
2019-04-22T13:18:39.000Z,51.02780928835273,13.749562064185739,138.39999389648438,146,,120.33999633789062
2019-04-22T13:18:46.000Z,51.027793446555734,13.749894322827458,138.0,146,,143.97999572753906
2019-04-22T13:18:52.000Z,51.027716333046556,13.750195819884539,137.1999969482422,146,,166.82000732421875
2019-04-22T13:18:57.000Z,51.02761281654239,13.750446774065495,136.1999969482422,148,,187.8699951171875
2019-04-22T13:19:03.000Z,51.0275118984282,13.750748187303543,136.0,150,,211.8300018310547
2019-04-22T13:19:08.000Z,51.027418859303,13.751001739874482,136.0,151,,232.42999267578125
2019-04-22T13:19:14.000Z,51.02734945714474,13.751273900270462,135.60000610351562,152,,252.99000549316406
2019-04-22T13:19:20.000Z,51.0272737685591,13.751549581065774,135.39999389648438,152,,274.1300048828125
2019-04-22T13:19:25.000Z,51.02718089707196,13.75179366208613,135.1999969482422,155,,294.0799865722656
2019-04-22T13:19:31.000Z,51.02707880549133,13.752086609601974,135.1999969482422,154,,317.6499938964844
2019-04-22T13:19:37.000Z,51.027014181017876,13.752374863252044,135.0,155,,338.8900146484375
2019-04-22T13:19:43.000Z,51.02695902809501,13.752659345045686,134.39999389648438,155,,359.6300048828125
2019-04-22T13:19:50.000Z,51.02691074833274,13.75296100974083,134.1999969482422,155,,381.3699951171875
2019-04-22T13:19:57.000Z,51.02693522349,13.753263596445322,133.60000610351562,154,,402.2699890136719
2019-04-22T13:19:58.000Z,51.02694645524025,13.75330651178956,133.60000610351562,153,,405.5199890136719
2019-04-22T13:20:02.000Z,51.02703530341387,13.753466522321105,133.1999969482422,150,,420.45001220703125
2019-04-22T13:20:07.000Z,51.02721182629466,13.753615468740463,133.0,149,,442.45001220703125
2019-04-22T13:20:13.000Z,51.027363371104,13.753730216994882,132.60000610351562,152,,461.2099914550781
2019-04-22T13:20:14.000Z,51.02738910354674,13.753746394068003,132.60000610351562,155,,464.2799987792969
2019-04-22T13:20:23.000Z,51.02757526561618,13.75372376292944,131.8000030517578,154,,487.20001220703125
2019-04-22T13:20:28.000Z,51.02775279432535,13.753613289445639,131.1999969482422,156,,508.25
2019-04-22T13:20:32.000Z,51.02784616872668,13.75350784510374,131.0,152,,521.0
2019-04-22T13:20:39.000Z,51.0280248709023,13.753333250060678,130.60000610351562,153,,544.239990234375
2019-04-22T13:20:45.000Z,51.02819602936506,13.753276001662016,130.8000030517578,153,,564.3300170898438
2019-04-22T13:20:47.000Z,51.02823936380446,13.753322688862681,130.8000030517578,155,,570.25
2019-04-22T13:20:53.000Z,51.028356458991766,13.753546988591552,130.39999389648438,157,,590.6900024414062
2019-04-22T13:20:59.000Z,51.02847397327423,13.753802552819252,130.1999969482422,156,,612.8800048828125
2019-04-22T13:21:05.000Z,51.02859266102314,13.754059793427587,130.0,155,,635.22998046875
2019-04-22T13:21:11.000Z,51.028703805059195,13.754293899983168,130.0,156,,655.8499755859375
2019-04-22T13:21:17.000Z,51.02882123552263,13.754516774788499,129.8000030517578,154,,676.27001953125
2019-04-22T13:21:24.000Z,51.028955010697246,13.754763957113028,129.39999389648438,154,,699.1599731445312
2019-04-22T13:21:30.000Z,51.02909976616502,13.754965960979462,128.39999389648438,152,,720.5900268554688
2019-04-22T13:21:36.000Z,51.02924628183246,13.755143405869603,127.5999984741211,152,,741.0800170898438
2019-04-22T13:21:40.000Z,51.029344853013754,13.755256896838546,127.0,155,,754.6400146484375
2019-04-22T13:21:47.000Z,51.02950603701174,13.755455547943711,126.19999694824219,154,,777.4600219726562
2019-04-22T13:21:54.000Z,51.0296499542892,13.755665514618158,125.5999984741211,153,,799.2000122070312
2019-04-22T13:22:01.000Z,51.02982211858034,13.755820579826832,125.0,153,,821.47998046875
2019-04-22T13:22:07.000Z,51.03001154959202,13.75586106441915,124.5999984741211,153,,842.969970703125
2019-04-22T13:22:14.000Z,51.0302041657269,13.755867769941688,124.4000015258789,154,,864.4199829101562
2019-04-22T13:22:20.000Z,51.03038311935961,13.75597782433033,124.19999694824219,154,,885.8699951171875
2019-04-22T13:22:27.000Z,51.030561150982976,13.756094668060541,124.0,153,,907.3300170898438
2019-04-22T13:22:34.000Z,51.03073423728347,13.756223330274224,123.80000305175781,152,,928.5499877929688
