time,lat,long,alt,hr,speed,distance
2019-02-25T13:46:50.000Z,52.36924387514591,9.745544185861945,62.0,101,0.9800000190734863,8.050000190734863
2019-02-25T13:46:53.000Z,52.36918453127146,9.745546113699675,62.0,104,1.930999994277954,13.829999923706055
2019-02-25T13:46:54.000Z,52.36908839084208,9.745546784251928,61.79999923706055,105,1.930999994277954,24.520000457763672
2019-02-25T13:46:55.000Z,52.368813967332244,9.745609145611525,61.20000076293945,106,2.015000104904175,53.65999984741211
2019-02-25T13:46:58.000Z,52.36874054186046,9.745587185025215,61.0,110,2.444999933242798,62.369998931884766
2019-02-25T13:46:59.000Z,52.36864071339369,9.745683744549751,60.79999923706055,113,2.6500000953674316,74.08000183105469
2019-02-25T13:47:00.000Z,52.368662087246776,9.745605122298002,60.79999923706055,118,2.818000078201294,74.08000183105469
2019-02-25T13:47:01.000Z,52.368588242679834,9.745685085654259,60.599998474121094,122,2.9210000038146973,82.80999755859375
2019-02-25T13:47:02.000Z,52.36850744113326,9.745686845853925,60.400001525878906,127,3.003999948501587,91.76000213623047
2019-02-25T13:47:03.000Z,52.36851020716131,9.745595315471292,60.400001525878906,128,3.0420000553131104,93.58000183105469
2019-02-25T13:47:06.000Z,52.36851381137967,9.745505712926388,60.400001525878906,131,3.1630001068115234,95.33000183105469
2019-02-25T13:47:08.000Z,52.36835991963744,9.74557033739984,60.20000076293945,136,3.1630001068115234,112.76000213623047
2019-02-25T13:47:11.000Z,52.36829227767885,9.745570085942745,60.0,136,3.1070001125335693,120.33999633789062
2019-02-25T13:47:14.000Z,52.36820803955197,9.745552903041244,59.79999923706055,139,3.0880000591278076,129.72999572753906
2019-02-25T13:47:18.000Z,52.36809387803078,9.745594477280974,59.400001525878906,142,3.0980000495910645,142.88999938964844
2019-02-25T13:47:22.000Z,52.36798323690891,9.745676703751087,59.20000076293945,145,3.115999937057495,156.3699951171875
2019-02-25T13:47:26.000Z,52.36785574816167,9.745726995170116,59.0,148,3.1440000534057617,170.9600067138672
2019-02-25T13:47:27.000Z,52.36782339401543,9.745680894702673,58.79999923706055,148,3.1440000534057617,174.77000427246094
2019-02-25T13:47:33.000Z,52.36761962994933,9.74569640122354,58.599998474121094,147,3.190999984741211,197.4199981689453
2019-02-25T13:47:37.000Z,52.367499098181725,9.745636554434896,58.400001525878906,150,3.2100000381469727,211.35000610351562
2019-02-25T13:47:42.000Z,52.36727396026254,9.74553856998682,58.20000076293945,150,3.3499999046325684,237.02000427246094
2019-02-25T13:48:05.000Z,52.36717438325286,9.745500013232231,58.20000076293945,152,0.6899999976158142,237.22000122070312
2019-02-25T13:48:12.000Z,52.36707279458642,9.745240844786167,58.20000076293945,151,2.7709999084472656,258.57000732421875
2019-02-25T13:48:13.000Z,52.367066172882915,9.745191726833582,58.20000076293945,154,3.1440000534057617,262.0
2019-02-25T13:48:15.000Z,52.367091150954366,9.74511151202023,58.400001525878906,155,3.2279999256134033,268.0400085449219
2019-02-25T13:48:17.000Z,52.3671464715153,9.745024759322405,58.400001525878906,158,3.2100000381469727,276.5299987792969
2019-02-25T13:48:21.000Z,52.36725912429392,9.744925014674664,58.599998474121094,159,3.3399999141693115,290.739990234375
2019-02-25T13:48:28.000Z,52.36731419339776,9.744682861492038,58.79999923706055,158,3.115999937057495,311.1600036621094
2019-02-25T13:48:32.000Z,52.36729407683015,9.74445185624063,59.20000076293945,154,3.125999927520752,326.2300109863281
