time,lat,long,alt,hr,speed,distance
2019-05-21T16:43:29.000Z,51.02693966589868,13.748469483107328,139.0,91,0.0,0.0
2019-05-21T16:43:30.000Z,51.02693966589868,13.748469483107328,139.0,91,0.0,0.0
2019-05-21T16:43:36.000Z,51.02711945772171,13.748550452291965,139.0,98,3.7139999866485596,20.90999984741211
2019-05-21T16:43:37.000Z,51.027159271761775,13.748570149764419,139.0,102,4.01200008392334,25.530000686645508
2019-05-21T16:43:39.000Z,51.02723772637546,13.74861029908061,139.0,106,4.124000072479248,34.70000076293945
2019-05-21T16:43:41.000Z,51.02732414379716,13.74864642508328,139.0,110,4.078000068664551,44.619998931884766
2019-05-21T16:43:44.000Z,51.02744157426059,13.748712139204144,139.0,113,4.1519999504089355,58.439998626708984
2019-05-21T16:43:46.000Z,51.02751860395074,13.748758072033525,139.0,116,3.8910000324249268,67.58999633789062
2019-05-21T16:43:49.000Z,51.02762941271067,13.74883116222918,139.0,120,3.7320001125335693,80.91999816894531
2019-05-21T16:43:50.000Z,51.02765263058245,13.748871143907309,139.0,121,3.7230000495910645,84.68000030517578
2019-05-21T16:43:55.000Z,51.02767928503454,13.749201474711299,138.8000030517578,125,3.7230000495910645,108.55000305175781
2019-05-21T16:43:56.000Z,51.02767056785524,13.74926308169961,138.60000610351562,128,3.7139999866485596,112.94000244140625
2019-05-21T16:43:57.000Z,51.02766118012369,13.749323515221477,138.60000610351562,128,3.694999933242798,117.29000091552734
2019-05-21T16:43:59.000Z,51.02764802053571,13.74944438226521,138.39999389648438,131,3.6760001182556152,125.81999969482422
2019-05-21T16:44:04.000Z,51.02759823203087,13.749758703634143,138.0,134,3.759999990463257,148.55999755859375
2019-05-21T16:44:09.000Z,51.02753201499581,13.750049974769354,137.0,134,3.8259999752044678,170.32000732421875
2019-05-21T16:44:11.000Z,51.027514496818185,13.750156424939632,136.8000030517578,137,3.8259999752044678,178.0500030517578
2019-05-21T16:44:14.000Z,51.0274704080075,13.750327248126268,136.1999969482422,140,3.806999921798706,190.99000549316406
2019-05-21T16:44:19.000Z,51.027386924251914,13.750595636665821,136.0,141,3.7790000438690186,212.0
2019-05-21T16:44:25.000Z,51.02738776244223,13.75090635381639,136.0,144,3.7980000972747803,234.32000732421875
2019-05-21T16:44:30.000Z,51.02743134833872,13.751188907772303,135.60000610351562,142,3.8440001010894775,254.5800018310547
2019-05-21T16:44:36.000Z,51.02741458453238,13.751525189727545,135.1999969482422,141,3.8540000915527344,278.3699951171875
2019-05-21T16:44:42.000Z,51.02735800668597,13.751842360943556,135.0,142,3.8259999752044678,301.5400085449219
2019-05-21T16:44:48.000Z,51.02730553597212,13.752133883535862,134.60000610351562,142,3.815999984741211,322.80999755859375
2019-05-21T16:44:54.000Z,51.02725675329566,13.752444013953209,134.39999389648438,141,3.815999984741211,345.25
2019-05-21T16:45:00.000Z,51.02718248963356,13.752725897356868,134.0,142,3.7980000972747803,366.6700134277344
2019-05-21T16:45:06.000Z,51.027127085253596,13.753022700548172,133.8000030517578,142,3.7880001068115234,388.3800048828125
2019-05-21T16:45:12.000Z,51.027055671438575,13.753341799601912,133.39999389648438,142,3.7880001068115234,411.8900146484375
2019-05-21T16:45:15.000Z,51.027082493528724,13.753460738807917,133.1999969482422,145,3.759999990463257,420.80999755859375
2019-05-21T16:45:22.000Z,51.02723655290902,13.753628376871347,133.0,145,3.7039999961853027,441.760009765625
2019-05-21T16:45:29.000Z,51.027403604239225,13.753758128732443,132.39999389648438,143,3.694999933242798,462.489990234375
2019-05-21T16:45:36.000Z,51.027597058564425,13.753656204789877,131.8000030517578,146,3.499000072479248,485.8800048828125
2019-05-21T16:45:38.000Z,51.027656234800816,13.753609182313085,131.60000610351562,143,3.490000009536743,493.25
2019-05-21T16:45:42.000Z,51.02777768857777,13.75349652953446,131.1999969482422,146,3.6110000610351562,508.8999938964844
2019-05-21T16:45:48.000Z,51.02794867940247,13.75335143879056,130.8000030517578,147,3.6670000553131104,530.27001953125
2019-05-21T16:45:54.000Z,51.02815537713468,13.753299387171865,130.60000610351562,146,3.6389999389648438,554.1599731445312
2019-05-21T16:45:59.000Z,51.02837389335036,13.753297459334135,131.0,146,3.759999990463257,578.75
2019-05-21T16:46:04.000Z,51.02855603210628,13.753190841525793,131.39999389648438,146,3.8350000381469727,600.3400268554688
2019-05-21T16:46:09.000Z,51.02872082032263,13.753037033602595,132.0,143,3.8440001010894775,621.4400024414062
2019-05-21T16:46:11.000Z,51.02878175675869,13.75297224149108,132.1999969482422,140,3.8440001010894775,629.6099853515625
